Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F
INVAR-2, Run: 073, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0
INVAR-2, Run: 074, P, 8, 0, 0, 0, 1, 0, 1, 0, 285, 285, 0, 0
INVAR-2, Run: 075, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0
INVAR-2, Run: 076, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0
INVAR-2, Run: 077, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0
INVAR-2, Run: 078, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 079, P, 16, 0, 0, 0, 1, 0, 1, 0, 237, 237, 0, 0
INVAR-2, Run: 080, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0
INVAR-2, Run: 081, P, 9, 0, 0, 0, 1, 0, 1, 0, 279, 279, 0, 0
INVAR-2, Run: 082, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 083, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 084, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0
INVAR-2, Run: 085, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0
INVAR-2, Run: 086, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0
INVAR-2, Run: 087, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 088, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 089, P, 15, 0, 0, 0, 1, 0, 1, 0, 245, 245, 0, 2
INVAR-2, Run: 090, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0
INVAR-2, Run: 091, P, 12, 0, 0, 0, 1, 0, 1, 0, 261, 261, 0, 0
INVAR-2, Run: 092, P, 15, 0, 0, 0, 1, 0, 1, 0, 243, 243, 0, 0
INVAR-2, Run: 093, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0
INVAR-2, Run: 094, P, 10, 0, 0, 0, 1, 0, 1, 0, 273, 273, 0, 0
INVAR-2, Run: 095, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0
INVAR-2, Run: 096, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0
INVAR-2, Run: 097, P, 13, 0, 0, 0, 1, 0, 1, 0, 255, 255, 0, 0
INVAR-2, Run: 098, P, 14, 0, 0, 0, 1, 0, 1, 0, 249, 249, 0, 0
INVAR-2, Run: 099, P, 9, 0, 0, 0, 1, 0, 1, 0, 279, 279, 0, 0
INVAR-2, Run: 100, P, 11, 0, 0, 0, 1, 0, 1, 0, 267, 267, 0, 0
INVAR-3, Run: 001, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 002, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 003, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 004, P, 38, 0, 0, 0, 1, 0, 1, 0, 753, 753, 0, 0
INVAR-3, Run: 005, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 006, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 007, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0
INVAR-3, Run: 008, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 009, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 010, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 011, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 012, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0
INVAR-3, Run: 013, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 014, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 015, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0
INVAR-3, Run: 016, P, 38, 0, 0, 0, 1, 0, 1, 0, 753, 753, 0, 0
INVAR-3, Run: 017, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 018, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 019, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 020, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 021, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 022, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 023, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 024, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 025, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 026, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0
INVAR-3, Run: 027, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 028, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 029, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 030, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 031, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 032, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 033, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 034, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 035, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 036, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 037, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 038, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0
INVAR-3, Run: 039, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 040, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 041, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 042, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 043, P, 33, 0, 0, 0, 1, 0, 1, 0, 785, 785, 0, 2
INVAR-3, Run: 044, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0
INVAR-3, Run: 045, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 046, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 047, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 048, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0
INVAR-3, Run: 049, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 050, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0
INVAR-3, Run: 051, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0
INVAR-3, Run: 052, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 053, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 054, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 055, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 056, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 057, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 058, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 059, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 060, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 061, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0
INVAR-3, Run: 062, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 063, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 064, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 065, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 066, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 067, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 068, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 069, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0
INVAR-3, Run: 070, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 071, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 072, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 073, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 074, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0
INVAR-3, Run: 075, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 076, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 077, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 078, P, 35, 0, 0, 0, 1, 0, 1, 0, 771, 771, 0, 0
INVAR-3, Run: 079, P, 30, 0, 0, 0, 1, 0, 1, 0, 801, 801, 0, 0
INVAR-3, Run: 080, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 081, P, 27, 0, 0, 0, 1, 0, 1, 0, 819, 819, 0, 0
INVAR-3, Run: 082, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0
INVAR-3, Run: 083, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 084, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0
INVAR-3, Run: 085, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 086, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0
INVAR-3, Run: 087, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 088, P, 28, 0, 0, 0, 1, 0, 1, 0, 813, 813, 0, 0
INVAR-3, Run: 089, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 090, P, 37, 0, 0, 0, 1, 0, 1, 0, 759, 759, 0, 0
INVAR-3, Run: 091, P, 31, 0, 0, 0, 1, 0, 1, 0, 795, 795, 0, 0
INVAR-3, Run: 092, P, 32, 0, 0, 0, 1, 0, 1, 0, 789, 789, 0, 0
INVAR-3, Run: 093, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 094, P, 33, 0, 0, 0, 1, 0, 1, 0, 783, 783, 0, 0
INVAR-3, Run: 095, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 096, P, 36, 0, 0, 0, 1, 0, 1, 0, 765, 765, 0, 0
INVAR-3, Run: 097, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 098, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-3, Run: 099, P, 29, 0, 0, 0, 1, 0, 1, 0, 807, 807, 0, 0
INVAR-3, Run: 100, P, 34, 0, 0, 0, 1, 0, 1, 0, 777, 777, 0, 0
INVAR-4, Run: 001, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 002, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 003, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 004, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 005, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 006, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 007, P, 13, 0, 0, 0, 1, 0, 1, 0, 154, 154, 0, 1
INVAR-4, Run: 008, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 009, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 010, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 011, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 012, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 013, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 014, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 015, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 016, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 017, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 018, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 019, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 020, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 021, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 022, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 023, P, 13, 0, 0, 0, 1, 0, 1, 0, 154, 154, 0, 1
INVAR-4, Run: 024, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 025, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 026, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 027, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 028, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 029, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 030, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 031, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 032, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 033, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 034, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 035, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 036, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 037, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 038, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 039, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 040, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 041, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 042, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 043, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 044, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 045, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 046, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 047, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 048, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 049, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 050, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 051, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 052, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 053, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 054, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 055, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 056, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 057, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 058, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 059, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 060, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 061, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 062, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 063, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 064, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 065, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 066, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 067, P, 6, 0, 0, 0, 1, 0, 1, 0, 196, 196, 0, 1
INVAR-4, Run: 068, P, 12, 0, 0, 0, 1, 0, 1, 0, 160, 160, 0, 1
INVAR-4, Run: 069, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 070, P, 12, 0, 0, 0, 1, 0, 1, 0, 160, 160, 0, 1
INVAR-4, Run: 071, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 072, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 073, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 074, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 075, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 076, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 077, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 078, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 079, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 080, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 081, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 082, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 083, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 084, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 085, P, 13, 0, 0, 0, 1, 0, 1, 0, 154, 154, 0, 1
INVAR-4, Run: 086, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 087, P, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
INVAR-4, Run: 088, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 089, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 090, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-4, Run: 091, P, 12, 0, 0, 0, 1, 0, 1, 0, 160, 160, 0, 1
INVAR-4, Run: 092, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 093, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 094, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 095, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 096, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 097, P, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
INVAR-4, Run: 098, P, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
INVAR-4, Run: 099, P, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
INVAR-4, Run: 100, P, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
INVAR-5, Run: 001, P, 9, 0, 0, 0, 1, 0, 1, 0, 262, 262, 0, 1
INVAR-5, Run: 002, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 003, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 004, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 005, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 006, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 007, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 008, P, 15, 0, 0, 0, 1, 0, 1, 0, 226, 226, 0, 1
INVAR-5, Run: 009, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 010, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 011, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 012, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 013, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 014, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 015, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 016, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 017, P, 9, 0, 0, 0, 1, 0, 1, 0, 262, 262, 0, 1
INVAR-5, Run: 018, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 019, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 020, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 021, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 022, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 023, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 024, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 025, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 026, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 027, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 028, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 029, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 030, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 031, P, 9, 0, 0, 0, 1, 0, 1, 0, 262, 262, 0, 1
INVAR-5, Run: 032, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 033, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 034, P, 9, 0, 0, 0, 1, 0, 1, 0, 262, 262, 0, 1
INVAR-5, Run: 035, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 036, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 037, P, 14, 0, 0, 0, 1, 0, 1, 0, 232, 232, 0, 1
INVAR-5, Run: 038, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 039, P, 10, 0, 0, 0, 1, 0, 1, 0, 256, 256, 0, 1
INVAR-5, Run: 040, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 041, P, 13, 0, 0, 0, 1, 0, 1, 0, 238, 238, 0, 1
INVAR-5, Run: 042, P, 12, 0, 0, 0, 1, 0, 1, 0, 244, 244, 0, 1
INVAR-5, Run: 043, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 044, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
INVAR-5, Run: 045, P, 11, 0, 0, 0, 1, 0, 1, 0, 250, 250, 0, 1
